time,opening_price,closing_price,high,low,volume,opening_price_log_return,closing_price_log_return,high_log_return,low_log_return
1745028000000,84530.73127291867,84783.1095438663,84485.84990178642,84752.51654766416,343095126.7507613,,,,
1745031600000,84717.9423233124,84968.15402707117,84717.71955823341,84891.64555821364,435493797.757743,0.0022122610803178614,0.0021801847315703984,0.002740719978054528,0.0016402455588828044
1745035200000,84879.55050069396,85242.18229049425,84878.89284479141,85022.00596225448,534777271.5994495,0.0019057855585510562,0.0032198808380687134,0.0019006669153900735,0.0015344315003754292
1745038800000,85017.8634855945,85299.99849102675,84938.17137125292,85084.57068158669,268422090.50109577,0.0016281944758445546,0.0006780281861355669,0.0006981457269078691,0.0007355943948520795
1745042400000,85081.71455095743,85136.17825778884,84886.88912113014,84954.19052864877,256772130.01202792,0.0007507492857885958,-0.0019223651552450606,-0.0006039420982138199,-0.0015335347959665566
1745046000000,84907.8045286394,85265.89811529231,84905.71693557773,85241.97597840002,282982091.6915708,-0.0020461271251838407,0.0015225152805952455,0.00022177425698346966,0.0033818120576113568
1745049600000,85214.38117438287,85365.0505441535,85069.83634442383,85278.09586418685,281922029.68216175,0.0036041974931349304,0.0011621858848047193,0.0019310948743034152,0.0004236438084589683
1745053200000,85269.60034058554,85438.75321672323,85241.86573331055,85383.8698867334,407161533.5277981,0.0006477930377149723,0.0008630097869165784,0.0020201717826044425,0.00123957362878144
1745056800000,85382.79357955052,85382.79357955052,85124.57902975069,85243.37074805176,257215620.55877042,0.0013265944059152957,-0.0006551824430115706,-0.0013768758543057002,-0.0016468550966807956
1745060400000,85234.36870222152,85271.80241485983,85102.99172240258,85179.89279069268,290216299.1686755,-0.0017398591417833544,-0.0013007698936405398,-0.00025362880253109176,-0.0007449447801497088
1745064000000,85180.94300214738,85325.5506013436,85139.3357323027,85260.71469758452,212725549.30497974,-0.0006270058868549533,0.0006301174937579054,0.000426967969665642,0.0009483879943959244
1745067600000,85204.06946878236,85467.47175532937,85151.91902745907,85423.73710790848,358492405.8949216,0.0002714612798579377,0.0016619084865680904,0.00014778557122048887,0.0019102203882207886
1745071200000,85418.40665325504,85551.71681231317,85296.38805509749,85511.87922161365,305717275.07344323,0.002512415739001205,0.0009852118291953013,0.0016951657039784467,0.0010312902999370097
1745074800000,85448.17055061515,85593.51092520954,85119.4223499875,85188.62962097905,799635070.556455,0.00034838759163126185,0.0004884052483341687,-0.002076870312672411,-0.003787334779664306
1745078400000,85291.55277801788,85337.63601636657,84711.6459548087,84895.2120834653,204573509.62543702,-0.0018345797155001778,-0.0029938967186190226,-0.004802150547378525,-0.003450272826070242
1745082000000,84840.8730356726,85227.60668503588,84840.8730356726,85226.59570349747,339761371.2743426,-0.005298000006282551,-0.0012901731308262768,0.0015243313004825025,0.003895844318573547
1745085600000,85224.03582688664,85436.1621874604,85062.51842376047,85170.8391421021,214176149.75400245,0.004506084672181712,0.0024440525088327792,0.002609076980954226,-0.0006544296096457067
